Pa	Ch
g_823	g_2543
g_6585	g_2544
g_8329	g_2544
g_1712	g_2544
g_6421	g_2544
g_8223	g_2544
g_787	g_2544
g_5139	g_2544
g_3990	g_2544
g_9488	g_2544
g_4286	g_2545
g_3790	g_2545
g_2306	g_2545
g_4537	g_2545
g_9480	g_2545
g_6762	g_2545
g_9486	g_2545
g_3842	g_2545
g_9164	g_2545
g_5001	g_2545
g_155	g_2545
g_9746	g_2545
g_7538	g_2545
g_7719	g_2546
g_5137	g_2546
g_7971	g_2547
g_5792	g_2547
g_368	g_2547
g_1835	g_2547
g_663	g_2547
g_9756	g_2548
g_4910	g_2548
g_8124	g_2548
g_3027	g_2548
g_1599	g_2549
g_2080	g_2549
g_3468	g_2549
g_6099	g_2549
g_652	g_2549
g_8363	g_2549
g_5623	g_2549
g_9720	g_2549
g_7040	g_2550
g_5080	g_2550
g_3165	g_2550
g_584	g_2550
g_9386	g_2550
g_3695	g_2550
g_2494	g_2551
g_463	g_2551
g_9547	g_2551
g_8100	g_2551
g_2567	g_2551
g_6353	g_2551
g_1858	g_2551
g_2780	g_2551
g_9480	g_2552
g_8983	g_2552
g_6852	g_2552
g_2152	g_2553
g_4398	g_2553
g_6678	g_2553
g_7908	g_2553
g_3396	g_2553
g_4682	g_2553
g_8340	g_2554
g_2770	g_2554
g_5641	g_2554
g_3650	g_2554
g_9491	g_2554
g_2603	g_2554
g_4576	g_2554
g_207	g_2555
g_3090	g_2555
g_3050	g_2555
g_495	g_2556
g_7028	g_2556
g_9972	g_2556
g_3876	g_2556
g_3527	g_2556
g_1003	g_2557
g_2607	g_2557
g_971	g_2558
g_2919	g_2559
g_4170	g_2559
g_6033	g_2559
g_4955	g_2559
g_3596	g_2559
g_5142	g_2559
g_2054	g_2560
g_7958	g_2560
g_566	g_2560
g_4438	g_2560
g_6344	g_2560
g_155	g_2560
g_7236	g_2560
g_2193	g_2561
g_7925	g_2561
g_1961	g_2561
g_8704	g_2561
g_9624	g_2561
g_2507	g_2561
g_4653	g_2561
g_5668	g_2562
g_4371	g_2562
g_1769	g_2562
g_7422	g_2562
g_6317	g_2562
g_7642	g_2562
g_9730	g_2563
g_1135	g_2564
g_5569	g_2564
g_6279	g_2564
g_5097	g_2564
g_3653	g_2565
g_7421	g_2565
g_6175	g_2565
g_3397	g_2565
g_757	g_2565
g_1179	g_2565
g_1091	g_2565
g_4029	g_2565
g_9575	g_2565
g_2708	g_2565
g_7972	g_2566
g_4266	g_2566
g_6251	g_2566
g_8553	g_2566
g_1994	g_2566
g_2444	g_2567
g_5691	g_2567
g_5215	g_2567
g_3475	g_2567
g_7903	g_2567
g_2413	g_2567
g_5172	g_2567
g_8071	g_2568
g_5713	g_2568
g_6508	g_2568
g_1382	g_2568
g_4048	g_2568
g_3029	g_2568
g_979	g_2568
g_9817	g_2569
g_810	g_2569
g_1487	g_2570
g_5285	g_2570
g_7551	g_2570
g_2118	g_2570
g_1248	g_2570
g_1914	g_2570
g_2057	g_2570
g_7925	g_2570
g_2856	g_2570
g_9748	g_2570
g_690	g_2570
g_4877	g_2571
g_4031	g_2571
g_9118	g_2571
g_2251	g_2571
g_6666	g_2571
g_3686	g_2571
g_277	g_2572
g_5533	g_2572
g_8970	g_2572
g_9113	g_2572
g_7707	g_2573
g_641	g_2573
g_436	g_2573
g_9536	g_2573
g_4098	g_2573
g_357	g_2574
g_9673	g_2574
g_5225	g_2574
g_9421	g_2574
g_8536	g_2574
g_1125	g_2574
g_8000	g_2574
g_2279	g_2574
g_3207	g_2574
g_4323	g_2575
g_1139	g_2575
g_5046	g_2575
g_6221	g_2575
g_8315	g_2575
g_8796	g_2575
g_7902	g_2575
g_4064	g_2576
g_8003	g_2576
g_9915	g_2576
g_1791	g_2576
g_4497	g_2576
g_6719	g_2576
g_5222	g_2576
g_9769	g_2576
g_7123	g_2576
g_5100	g_2576
g_3348	g_2577
g_9433	g_2578
g_5380	g_2578
g_9812	g_2578
g_6688	g_2578
g_264	g_2578
g_8144	g_2579
g_130	g_2579
g_9015	g_2579
g_2392	g_2579
g_7532	g_2579
g_9182	g_2579
g_235	g_2579
g_7548	g_2579
g_9848	g_2579
g_8248	g_2580
g_142	g_2580
g_3256	g_2580
g_8035	g_2580
g_5850	g_2580
g_7123	g_2581
g_5288	g_2582
g_9005	g_2582
g_3153	g_2582
g_7539	g_2583
g_9283	g_2583
g_5604	g_2583
g_9399	g_2584
g_4467	g_2584
g_550	g_2584
g_9277	g_2584
g_3984	g_2584
g_6647	g_2584
g_7599	g_2584
g_7939	g_2584
g_6581	g_2584
g_5831	g_2584
g_1412	g_2585
g_7911	g_2585
g_8498	g_2585
g_8613	g_2585
g_405	g_2585
g_513	g_2586
g_2112	g_2586
g_6262	g_2586
g_1751	g_2586
g_5354	g_2586
g_4477	g_2586
g_9312	g_2587
g_7457	g_2587
g_8889	g_2587
g_2739	g_2587
g_7087	g_2587
g_4503	g_2587
g_1896	g_2587
g_3243	g_2587
g_898	g_2588
g_3702	g_2588
g_6255	g_2588
g_3665	g_2588
g_6290	g_2588
g_6184	g_2588
g_1769	g_2588
g_4345	g_2589
g_5620	g_2589
g_8279	g_2589
g_652	g_2590
g_9119	g_2590
g_2748	g_2590
g_6822	g_2591
g_5097	g_2591
g_4661	g_2591
g_3480	g_2591
g_1639	g_2592
g_4961	g_2592
g_3567	g_2592
g_5215	g_2592
g_3694	g_2592
g_50	g_2592
g_502	g_2592
g_4664	g_2592
g_8766	g_2592
g_7163	g_2592
g_657	g_2592
g_8678	g_2593
g_1798	g_2593
g_6169	g_2593
g_1179	g_2593
g_5678	g_2593
g_3119	g_2593
g_912	g_2593
g_3561	g_2594
g_3143	g_2594
g_1615	g_2595
g_3266	g_2595
g_8613	g_2595
g_981	g_2595
g_2018	g_2595
g_9310	g_2595
g_1995	g_2595
g_9954	g_2595
g_2190	g_2595
g_1427	g_2595
g_9680	g_2595
g_3879	g_2595
g_2266	g_2595
g_5289	g_2596
g_7187	g_2596
g_8317	g_2597
g_1034	g_2597
g_4752	g_2597
g_384	g_2597
g_9239	g_2597
g_4611	g_2598
g_8989	g_2599
g_1796	g_2599
g_5895	g_2599
g_6976	g_2600
g_855	g_2600
g_188	g_2600
g_6842	g_2600
g_8249	g_2600
g_8428	g_2600
g_4826	g_2600
g_3802	g_2600
g_2676	g_2600
g_8674	g_2600
g_136	g_2601
g_9748	g_2601
g_2117	g_2601
g_9498	g_2601
g_7276	g_2601
g_361	g_2601
g_2197	g_2601
g_9166	g_2601
g_2647	g_2602
g_3475	g_2602
g_6557	g_2602
g_7937	g_2602
g_3880	g_2602
g_4629	g_2603
g_6371	g_2603
g_2699	g_2603
g_1313	g_2603
g_3704	g_2603
g_9522	g_2603
g_385	g_2604
g_4963	g_2604
g_39	g_2604
g_2653	g_2604
g_7668	g_2605
g_9043	g_2605
g_8054	g_2605
g_9666	g_2605
g_6029	g_2605
g_7939	g_2605
g_7986	g_2605
g_2062	g_2606
g_7623	g_2607
g_5602	g_2607
g_791	g_2607
g_8705	g_2607
g_396	g_2607
g_1010	g_2608
g_8848	g_2608
g_344	g_2608
g_9219	g_2608
g_8730	g_2608
g_19	g_2608
g_6612	g_2608
g_4648	g_2609
g_7994	g_2609
g_627	g_2609
g_1598	g_2609
g_4563	g_2609
g_5300	g_2609
g_8748	g_2609
g_3483	g_2610
g_9000	g_2610
g_3802	g_2610
g_9642	g_2610
g_9113	g_2610
g_1988	g_2610
g_4844	g_2610
g_6822	g_2610
g_5119	g_2610
g_1516	g_2611
g_4299	g_2611
g_1113	g_2611
g_8696	g_2611
g_2019	g_2611
g_8836	g_2611
g_9985	g_2611
g_250	g_2612
g_3643	g_2612
g_7266	g_2612
g_6132	g_2612
g_2831	g_2612
g_1825	g_2612
g_3944	g_2613
g_9119	g_2613
g_7648	g_2613
g_3670	g_2613
g_2517	g_2613
g_3947	g_2613
g_4969	g_2613
g_7479	g_2614
g_175	g_2614
g_7904	g_2614
g_2461	g_2614
g_6412	g_2614
g_7427	g_2614
g_7135	g_2614
g_495	g_2614
g_273	g_2615
g_3617	g_2615
g_3026	g_2615
g_1830	g_2615
g_7962	g_2615
g_9410	g_2616
g_6169	g_2616
g_8364	g_2616
g_6973	g_2616
g_4506	g_2617
g_7355	g_2618
g_2560	g_2618
g_6190	g_2618
g_4563	g_2618
g_2764	g_2618
g_6558	g_2619
g_7645	g_2619
g_6448	g_2619
g_5037	g_2619
g_9935	g_2619
g_2948	g_2619
g_3143	g_2619
g_7928	g_2620
g_6741	g_2620
g_2704	g_2620
g_2124	g_2621
g_4654	g_2621
g_68	g_2622
g_4281	g_2622
g_830	g_2622
g_8330	g_2622
g_4666	g_2622
g_4795	g_2622
g_8690	g_2622
g_8468	g_2622
g_7421	g_2622
g_304	g_2623
g_1932	g_2623
g_8452	g_2623
g_662	g_2623
g_832	g_2623
g_6911	g_2623
g_4665	g_2623
g_5298	g_2624
g_5166	g_2624
g_1583	g_2624
g_868	g_2625
g_1998	g_2625
g_4259	g_2625
g_8783	g_2626
g_7438	g_2626
g_5985	g_2627
g_6776	g_2627
g_7733	g_2627
g_7931	g_2627
g_8165	g_2628
g_3913	g_2628
g_6738	g_2628
g_7132	g_2628
g_3032	g_2628
g_8767	g_2628
g_1924	g_2628
g_6403	g_2628
g_4747	g_2629
g_9500	g_2629
g_5548	g_2629
g_3464	g_2629
g_3917	g_2629
g_4619	g_2629
g_3170	g_2629
g_6448	g_2629
g_7789	g_2630
g_3560	g_2630
g_4218	g_2630
g_1526	g_2630
g_8415	g_2630
g_4166	g_2630
g_3885	g_2631
g_436	g_2631
g_2521	g_2631
g_2401	g_2631
g_1225	g_2631
g_9976	g_2631
g_9126	g_2631
g_3675	g_2631
g_7316	g_2632
g_3251	g_2632
g_6021	g_2632
g_9134	g_2632
g_8793	g_2632
g_2707	g_2632
g_4619	g_2632
g_8660	g_2632
g_1958	g_2633
g_6540	g_2633
g_6136	g_2633
g_3029	g_2633
g_8434	g_2634
g_1728	g_2634
g_1290	g_2634
g_5156	g_2634
g_9313	g_2634
g_525	g_2635
g_1062	g_2635
g_2968	g_2635
g_6019	g_2635
g_1955	g_2635
g_5911	g_2635
g_9096	g_2636
g_4846	g_2636
g_2658	g_2636
g_85	g_2636
g_8582	g_2636
g_6164	g_2636
g_4056	g_2636
g_8004	g_2636
g_8981	g_2637
g_1403	g_2637
g_5387	g_2637
g_5853	g_2637
g_2631	g_2637
g_6720	g_2637
g_9140	g_2637
g_1704	g_2637
g_3091	g_2638
g_5042	g_2638
g_477	g_2638
g_9741	g_2638
g_3820	g_2639
g_2333	g_2639
g_9584	g_2639
g_6205	g_2639
g_2792	g_2639
g_3961	g_2639
g_589	g_2639
g_8630	g_2639
g_2648	g_2639
g_8384	g_2640
g_8996	g_2640
g_563	g_2640
g_4095	g_2640
g_7115	g_2640
g_1098	g_2640
g_6158	g_2640
g_5509	g_2641
g_8124	g_2642
g_4816	g_2642
g_3399	g_2642
g_461	g_2643
g_8586	g_2643
g_4019	g_2643
g_9283	g_2643
g_6421	g_2644
g_2293	g_2644
g_1337	g_2645
g_5838	g_2645
g_2658	g_2645
g_2982	g_2645
g_2491	g_2645
g_7755	g_2645
g_9269	g_2645
g_9166	g_2645
g_4736	g_2645
g_225	g_2646
g_1595	g_2646
g_8906	g_2646
g_9135	g_2647
g_5349	g_2647
g_7529	g_2647
g_6391	g_2647
g_268	g_2648
g_5825	g_2648
g_9678	g_2648
g_6683	g_2648
g_5623	g_2648
g_6607	g_2648
g_5842	g_2648
g_1265	g_2649
g_9975	g_2649
g_1345	g_2650
g_9924	g_2650
g_8800	g_2650
g_5429	g_2651
g_162	g_2651
g_1896	g_2651
g_3178	g_2651
g_9879	g_2651
g_1117	g_2651
g_7104	g_2651
g_5481	g_2652
g_5198	g_2652
g_9910	g_2652
g_8943	g_2654
g_7825	g_2654
g_1286	g_2654
g_2712	g_2654
g_8051	g_2654
g_4399	g_2654
g_9415	g_2654
g_6431	g_2654
g_9959	g_2654
g_2107	g_2654
g_8253	g_2654
g_3204	g_2655
g_8916	g_2655
g_8359	g_2655
g_3873	g_2655
g_7649	g_2655
g_6774	g_2655
g_7780	g_2655
g_1765	g_2656
g_9027	g_2656
g_3727	g_2656
g_5422	g_2656
g_706	g_2656
g_1213	g_2656
g_1242	g_2656
g_7797	g_2656
g_9665	g_2656
g_7437	g_2656
g_5325	g_2656
g_4488	g_2656
g_3850	g_2656
g_4877	g_2657
g_6743	g_2657
g_3727	g_2657
g_4745	g_2657
g_6586	g_2657
g_3864	g_2657
g_4999	g_2657
g_6218	g_2657
g_5983	g_2658
g_5237	g_2658
g_6633	g_2658
g_8108	g_2659
g_2321	g_2659
g_8563	g_2659
g_7624	g_2659
g_3250	g_2659
g_2945	g_2659
g_3102	g_2659
g_4275	g_2660
g_823	g_2660
g_5411	g_2660
g_6724	g_2660
g_8073	g_2660
g_2569	g_2660
g_8756	g_2661
g_8245	g_2662
g_6687	g_2662
g_8641	g_2662
g_6549	g_2662
g_66	g_2662
g_7363	g_2663
g_9549	g_2663
g_5497	g_2663
g_1691	g_2663
g_7793	g_2663
g_2201	g_2663
g_7600	g_2663
g_700	g_2663
g_6533	g_2663
g_3053	g_2663
g_8408	g_2663
g_1468	g_2663
g_1933	g_2664
g_5551	g_2664
g_3114	g_2664
g_6116	g_2664
g_1683	g_2664
g_2054	g_2664
g_7929	g_2664
g_2653	g_2664
g_2738	g_2664
g_4071	g_2664
g_5876	g_2664
g_5321	g_2664
g_527	g_2664
g_4486	g_2664
g_4352	g_2665
g_6823	g_2665
g_6971	g_2665
g_6603	g_2666
g_6275	g_2667
g_2869	g_2667
g_2960	g_2667
g_6450	g_2668
g_3944	g_2668
g_9474	g_2668
g_2149	g_2668
g_6713	g_2668
g_7062	g_2668
g_9233	g_2669
g_8386	g_2669
g_7369	g_2669
g_4152	g_2669
g_7243	g_2669
g_1701	g_2670
g_6628	g_2670
g_3424	g_2670
g_1796	g_2670
g_962	g_2670
g_7859	g_2670
g_1774	g_2671
g_8951	g_2671
g_4533	g_2671
g_3265	g_2671
g_9711	g_2671
g_2591	g_2671
g_7905	g_2671
g_622	g_2671
g_9853	g_2671
g_2307	g_2672
g_2651	g_2673
g_9020	g_2673
g_9312	g_2673
g_7203	g_2673
g_7990	g_2673
g_1272	g_2673
g_7415	g_2673
g_903	g_2673
g_8339	g_2674
g_9881	g_2674
g_4083	g_2674
g_4621	g_2674
g_5078	g_2674
g_173	g_2674
g_8628	g_2674
g_1512	g_2675
g_8103	g_2675
g_2744	g_2675
g_7244	g_2675
g_1462	g_2675
g_4677	g_2675
g_8516	g_2675
g_6756	g_2675
g_9294	g_2675
g_4242	g_2676
g_4942	g_2676
g_3842	g_2676
g_5254	g_2676
g_2464	g_2676
g_4876	g_2676
g_8705	g_2677
g_4505	g_2677
g_3504	g_2677
g_8208	g_2677
g_3098	g_2677
g_6755	g_2677
g_8038	g_2678
g_7754	g_2678
g_4154	g_2678
g_552	g_2678
g_7713	g_2678
g_4075	g_2678
g_9898	g_2678
g_8524	g_2679
g_8490	g_2679
g_9759	g_2679
g_1625	g_2679
g_5316	g_2679
g_6745	g_2679
g_3456	g_2679
g_4040	g_2680
g_630	g_2680
g_2393	g_2680
g_8452	g_2680
g_2188	g_2680
g_3515	g_2680
g_6365	g_2681
g_8209	g_2681
g_1329	g_2681
g_866	g_2681
g_3516	g_2681
g_232	g_2681
g_5109	g_2681
g_9690	g_2681
g_9891	g_2681
g_6010	g_2682
g_5100	g_2682
g_8743	g_2682
g_9430	g_2683
g_6000	g_2683
g_3258	g_2683
g_9312	g_2683
g_761	g_2684
g_554	g_2685
g_4123	g_2685
g_6455	g_2685
g_4738	g_2685
g_7312	g_2685
g_8940	g_2685
g_9225	g_2685
g_2235	g_2686
g_2461	g_2686
g_3008	g_2686
g_798	g_2687
g_8761	g_2687
g_6642	g_2687
g_5129	g_2688
g_7607	g_2688
g_8606	g_2689
g_9660	g_2689
g_50	g_2689
g_5064	g_2689
g_4016	g_2690
g_2507	g_2690
g_3395	g_2690
g_5059	g_2690
g_6345	g_2690
g_1798	g_2691
g_1193	g_2691
g_7569	g_2691
g_5908	g_2691
g_2708	g_2691
g_5601	g_2692
g_9084	g_2692
g_9080	g_2694
g_1829	g_2694
g_9134	g_2694
g_2814	g_2694
g_2129	g_2694
g_8990	g_2694
g_7190	g_2694
g_7262	g_2694
g_5569	g_2694
g_4275	g_2694
g_5348	g_2694
g_8258	g_2695
g_3330	g_2695
g_6470	g_2696
g_8420	g_2696
g_5183	g_2696
g_6482	g_2696
g_1821	g_2697
g_5405	g_2697
g_2155	g_2697
g_9776	g_2697
g_2235	g_2697
g_4438	g_2697
g_5282	g_2697
g_729	g_2697
g_5897	g_2697
g_4208	g_2698
g_9008	g_2698
g_9638	g_2698
g_7356	g_2698
g_3905	g_2698
g_7641	g_2699
g_2759	g_2699
g_9847	g_2700
g_3813	g_2701
g_4826	g_2701
g_1389	g_2701
g_752	g_2701
g_7676	g_2702
g_1054	g_2702
g_2852	g_2702
g_8249	g_2702
g_8404	g_2703
g_1922	g_2703
g_8761	g_2703
g_4662	g_2703
g_7342	g_2703
g_5574	g_2704
g_3236	g_2704
g_8574	g_2705
g_3625	g_2705
g_5443	g_2705
g_6808	g_2705
g_337	g_2705
g_3298	g_2705
g_6692	g_2705
g_6698	g_2705
g_3179	g_2706
g_5856	g_2706
g_143	g_2707
g_2323	g_2707
g_8804	g_2708
g_8906	g_2708
g_8924	g_2709
g_8932	g_2709
g_735	g_2709
g_2882	g_2709
g_3532	g_2709
g_5014	g_2709
g_910	g_2709
g_2726	g_2709
g_6779	g_2709
g_6374	g_2710
g_3311	g_2710
g_4361	g_2710
g_9381	g_2710
g_5889	g_2710
g_7708	g_2710
g_5854	g_2710
g_8747	g_2711
g_2374	g_2711
g_4146	g_2711
g_3498	g_2711
g_963	g_2712
g_2274	g_2713
g_7470	g_2713
g_5268	g_2713
g_2281	g_2715
g_5658	g_2715
g_6493	g_2715
g_4396	g_2715
g_7391	g_2715
g_5575	g_2715
g_331	g_2715
g_1569	g_2716
g_3676	g_2716
g_7002	g_2716
g_4824	g_2717
g_1868	g_2717
g_9522	g_2717
g_5069	g_2718
g_1048	g_2718
g_9579	g_2718
g_1493	g_2718
g_1262	g_2718
g_4329	g_2718
g_1080	g_2719
g_2097	g_2719
g_1833	g_2719
g_6998	g_2719
g_5820	g_2719
g_1226	g_2719
g_64	g_2719
g_1147	g_2720
g_4592	g_2720
g_6385	g_2720
g_4141	g_2720
g_564	g_2720
g_5189	g_2720
g_5454	g_2720
g_6950	g_2720
g_154	g_2720
g_3288	g_2720
g_2488	g_2721
g_3290	g_2721
g_3449	g_2721
g_9513	g_2721
g_2452	g_2721
g_3461	g_2721
g_8291	g_2722
g_8219	g_2722
g_5023	g_2722
g_8702	g_2722
g_7451	g_2722
g_5032	g_2722
g_3786	g_2723
g_4306	g_2723
g_1371	g_2723
g_3947	g_2723
g_3461	g_2723
g_1065	g_2724
g_981	g_2725
g_3751	g_2725
g_1821	g_2725
g_8729	g_2725
g_5391	g_2725
g_5592	g_2725
g_8649	g_2725
g_6329	g_2725
g_495	g_2725
g_3844	g_2725
g_5477	g_2726
g_2407	g_2726
g_9222	g_2726
g_7088	g_2726
g_2516	g_2726
g_4055	g_2726
g_6606	g_2726
g_264	g_2727
g_8013	g_2727
g_488	g_2727
g_7852	g_2727
g_9663	g_2727
g_8237	g_2728
g_4740	g_2728
g_7435	g_2728
g_5657	g_2729
g_4388	g_2729
g_8909	g_2729
g_1614	g_2729
g_4711	g_2730
g_5784	g_2730
g_4070	g_2730
g_1665	g_2731
g_20	g_2731
g_4663	g_2731
g_6027	g_2731
g_8866	g_2731
g_8364	g_2732
g_9332	g_2732
g_4009	g_2733
g_3665	g_2733
g_5658	g_2733
g_8737	g_2733
g_6045	g_2733
g_7513	g_2733
g_1835	g_2733
g_4017	g_2734
g_2552	g_2734
g_8098	g_2734
g_3956	g_2734
g_7064	g_2734
g_1771	g_2735
g_9493	g_2735
g_4191	g_2735
g_247	g_2735
g_8752	g_2735
g_5543	g_2736
g_1929	g_2736
g_6086	g_2736
g_6207	g_2736
g_8377	g_2737
g_9657	g_2737
g_7973	g_2737
g_7832	g_2737
g_9086	g_2737
g_2666	g_2737
g_6000	g_2738
g_2646	g_2738
g_488	g_2739
g_4525	g_2739
g_6186	g_2739
g_9038	g_2739
g_4025	g_2740
g_3123	g_2741
g_4902	g_2741
g_7187	g_2741
g_5851	g_2742
g_8656	g_2742
g_7164	g_2742
g_7626	g_2742
g_4237	g_2742
g_8256	g_2743
g_3922	g_2743
g_3153	g_2743
g_8786	g_2743
g_1481	g_2743
g_7048	g_2743
g_942	g_2743
g_1731	g_2744
g_4503	g_2744
g_9387	g_2744
g_7570	g_2744
g_5973	g_2744
g_4098	g_2744
g_6257	g_2744
g_4732	g_2744
g_4316	g_2745
g_6910	g_2745
g_7123	g_2745
g_3607	g_2745
g_7784	g_2745
g_2403	g_2746
g_7530	g_2746
g_9283	g_2746
g_8530	g_2746
g_82	g_2747
g_5641	g_2747
g_2404	g_2747
g_1120	g_2747
g_2468	g_2748
g_4549	g_2748
g_988	g_2749
g_6396	g_2749
g_7082	g_2749
g_5403	g_2749
g_9777	g_2750
g_9514	g_2750
g_6829	g_2750
g_9588	g_2750
g_7607	g_2750
g_8942	g_2750
g_1352	g_2750
g_3259	g_2751
g_2625	g_2751
g_4412	g_2751
g_7954	g_2751
g_308	g_2751
g_726	g_2752
g_7117	g_2752
g_3478	g_2752
g_5985	g_2752
g_8959	g_2752
g_5230	g_2752
g_3148	g_2753
g_4807	g_2753
g_8942	g_2753
g_6868	g_2753
g_103	g_2753
g_5130	g_2753
g_4129	g_2753
g_845	g_2753
g_4055	g_2753
g_8293	g_2754
g_3475	g_2755
g_8497	g_2755
g_2100	g_2755
g_3624	g_2755
g_1358	g_2755
g_9086	g_2755
g_1572	g_2755
g_731	g_2755
g_1193	g_2755
g_7504	g_2756
g_9177	g_2756
g_8612	g_2756
g_7180	g_2756
g_1313	g_2756
g_9936	g_2756
g_5614	g_2756
g_3559	g_2757
g_9255	g_2757
g_3339	g_2757
g_4986	g_2757
g_271	g_2757
g_2401	g_2757
g_6061	g_2757
g_293	g_2758
g_5287	g_2758
g_7425	g_2759
g_6785	g_2759
g_4674	g_2759
g_5574	g_2759
g_119	g_2760
g_7265	g_2760
g_9248	g_2760
g_4019	g_2760
g_4676	g_2760
g_1948	g_2761
g_4397	g_2761
g_1511	g_2761
g_2175	g_2761
g_1589	g_2761
g_9816	g_2761
g_3337	g_2761
g_1457	g_2761
g_2751	g_2761
g_557	g_2762
g_5281	g_2762
g_2738	g_2762
g_1787	g_2762
g_7819	g_2762
g_9696	g_2762
g_5240	g_2763
g_3883	g_2763
g_8229	g_2763
g_101	g_2763
g_5068	g_2763
g_8243	g_2763
g_2411	g_2764
g_6355	g_2764
g_5857	g_2764
g_8946	g_2764
g_660	g_2764
g_333	g_2764
g_6581	g_2765
g_4810	g_2765
g_2832	g_2765
g_3000	g_2765
g_7093	g_2765
g_776	g_2766
g_8697	g_2766
g_8464	g_2766
g_5484	g_2766
g_1686	g_2767
g_9028	g_2767
g_6826	g_2767
g_3239	g_2767
g_9752	g_2767
g_1109	g_2767
g_3291	g_2768
g_4411	g_2768
g_815	g_2768
g_568	g_2768
g_2495	g_2768
g_8834	g_2768
g_6721	g_2768
g_4223	g_2768
g_3627	g_2768
g_5310	g_2769
g_5063	g_2769
g_1599	g_2769
g_7384	g_2769
g_2863	g_2770
g_4914	g_2770
g_1474	g_2770
g_3970	g_2771
g_7099	g_2771
g_7851	g_2771
g_1983	g_2771
g_1120	g_2771
g_9426	g_2772
g_384	g_2772
g_8877	g_2772
g_3733	g_2772
g_6390	g_2772
g_2693	g_2773
g_1906	g_2773
g_4473	g_2773
g_6569	g_2773
g_5831	g_2773
g_6354	g_2774
g_4003	g_2774
g_2662	g_2774
g_3335	g_2774
g_1550	g_2775
g_36	g_2775
g_325	g_2775
g_3123	g_2775
g_6587	g_2776
g_1674	g_2776
g_6875	g_2776
g_4351	g_2776
g_5462	g_2776
g_3744	g_2776
g_4744	g_2776
g_2493	g_2776
g_3023	g_2777
g_9719	g_2777
g_2212	g_2777
g_3788	g_2777
g_2612	g_2777
g_5404	g_2777
g_9388	g_2777
g_2496	g_2778
g_702	g_2778
g_3344	g_2778
g_519	g_2778
g_1926	g_2779
g_5812	g_2779
g_489	g_2779
g_2059	g_2779
g_4566	g_2779
g_6222	g_2779
g_8318	g_2779
g_9593	g_2780
g_4419	g_2780
g_5231	g_2780
g_5311	g_2780
g_121	g_2780
g_2099	g_2780
g_8016	g_2780
g_2071	g_2780
g_4512	g_2780
g_3082	g_2781
g_5721	g_2782
g_7794	g_2782
g_792	g_2782
g_4088	g_2782
g_2935	g_2783
g_4937	g_2783
g_6292	g_2783
g_7247	g_2783
g_9130	g_2783
g_6832	g_2784
g_6565	g_2784
g_2555	g_2784
g_4935	g_2784
g_6612	g_2784
g_9805	g_2784
g_174	g_2784
g_8145	g_2786
g_7972	g_2786
g_2800	g_2786
g_9683	g_2786
g_7870	g_2787
g_652	g_2787
g_1426	g_2787
g_2741	g_2787
g_9572	g_2788
g_2733	g_2788
g_8825	g_2788
g_6313	g_2788
g_2165	g_2789
g_8214	g_2789
g_5412	g_2789
g_8138	g_2789
g_2945	g_2789
g_5069	g_2789
g_4593	g_2790
g_7560	g_2790
g_1988	g_2790
g_31	g_2790
g_989	g_2791
g_9847	g_2791
g_7354	g_2791
g_874	g_2791
g_4424	g_2791
g_9078	g_2791
g_1752	g_2792
g_5500	g_2792
g_5503	g_2793
g_5572	g_2793
g_172	g_2793
g_3720	g_2793
g_4262	g_2793
g_586	g_2793
g_5921	g_2793
g_6351	g_2793
g_7767	g_2794
g_57	g_2794
g_8645	g_2795
g_8036	g_2795
g_1239	g_2795
g_8867	g_2795
g_1108	g_2796
g_9485	g_2796
g_364	g_2796
g_2821	g_2796
g_5873	g_2796
g_6818	g_2796
g_2	g_2797
g_8140	g_2797
g_9486	g_2797
g_4736	g_2797
g_580	g_2797
g_525	g_2798
g_7720	g_2798
g_8485	g_2798
g_651	g_2798
g_8879	g_2798
g_6804	g_2799
g_8429	g_2799
g_7732	g_2799
g_7099	g_2799
g_8871	g_2799
g_3516	g_2799
g_6992	g_2800
g_1481	g_2800
g_9454	g_2801
g_8309	g_2801
g_8606	g_2801
g_3735	g_2801
g_3152	g_2801
g_5149	g_2802
g_8244	g_2802
g_2736	g_2802
g_9516	g_2802
g_68	g_2802
g_4617	g_2802
g_6836	g_2802
g_801	g_2803
g_464	g_2803
g_7918	g_2803
g_8101	g_2803
g_6898	g_2803
g_9255	g_2803
g_9718	g_2804
g_7422	g_2804
g_9693	g_2804
g_2956	g_2804
g_3646	g_2805
g_5499	g_2805
g_5380	g_2805
g_5255	g_2805
g_341	g_2806
g_3664	g_2806
g_9019	g_2806
g_4160	g_2806
g_7608	g_2806
g_2423	g_2806
g_1282	g_2807
g_2347	g_2807
g_733	g_2807
g_7692	g_2807
g_9724	g_2807
g_8924	g_2807
g_2632	g_2807
g_5484	g_2808
g_8633	g_2808
g_9896	g_2809
g_5385	g_2809
g_8164	g_2809
g_9483	g_2809
g_3710	g_2809
g_9253	g_2809
g_2601	g_2809
g_4213	g_2809
g_778	g_2810
g_2615	g_2810
g_8642	g_2810
g_3300	g_2810
g_4307	g_2810
g_824	g_2810
g_6301	g_2810
g_7798	g_2810
g_8994	g_2810
g_4606	g_2811
g_9049	g_2811
g_735	g_2811
g_2580	g_2811
g_1352	g_2811
g_8192	g_2811
g_2226	g_2812
g_7583	g_2812
g_8249	g_2812
